arxiv_id,idea_title,idea_github_url
2606.28128,JVALD: Joint Video-Action Latent Dynamics for Integrated Closed-Loop Robotics Control,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-29/JVALD%20Joint%20Video-Action%20Latent%20Dynamics%20for%20Integrated%20Clos.md
2606.28128,Latent Particle Dynamics with Conservation Constraints for Unsupervised Video Dynamics Learning,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-29/Latent%20Particle%20Dynamics%20with%20Conservation%20Constraints%20for%20U.md
2606.27974,MUBA: Marginal Utility-Based Adaptive Tool Selection and Budget Allocation for Multimodal Agents,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-29/MUBA%20Marginal%20Utility-Based%20Adaptive%20Tool%20Selection%20and%20Budg.md
2606.24893,Nested Optimization with Associative Memory for Continual Learning in Open-Ended Games,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-29/Nested%20Optimization%20with%20Associative%20Memory%20for%20Continual%20Le.md
2606.20905,OEMA: Online Episodic Memory Adaptation for Embodied Reasoning Models,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-29/OEMA%20Online%20Episodic%20Memory%20Adaptation%20for%20Embodied%20Reasonin.md
2606.28133,Orientation-Decoupled Action Representation for Human-to-Robot Skill Transfer,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-29/Orientation-Decoupled%20Action%20Representation%20for%20Human-to-Rob.md
2606.27378,PACE: Paradigm-Aware Conditional Evaluation of Latent Representations in LLMs,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-29/PACE%20Paradigm-Aware%20Conditional%20Evaluation%20of%20Latent%20Represe.md
2511.07397,Prosody-Aware Inference-Time Knowledge Distillation via Jointly Learned Multi-Modal Tokenization for Speech,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-29/Prosody-Aware%20Inference-Time%20Knowledge%20Distillation%20via%20Join.md
2606.28133,Rotate2Act: Learning Rotation-Equivariant Residuals for Seamless Orientation Control in Translation-Only VLA Models,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-29/Rotate2Act%20Learning%20Rotation-Equivariant%20Residuals%20for%20Seaml.md
2606.17846,SoftMiT: Soft Mixture of Token-level Continuous Offsets for Fine-Grained Robotic Manipulation with VLAs,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-29/SoftMiT%20Soft%20Mixture%20of%20Token-level%20Continuous%20Offsets%20for%20F.md
2606.24893,Spatial-Odyssey: Procedurally Generating Multi-Modal Environments for Sensorimotor Continual Learning,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-29/Spatial-Odyssey%20Procedurally%20Generating%20Multi-Modal%20Environm.md
2606.27608,Structure-Aware Normalization for GRPO-based Diffusion RL,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-29/Structure-Aware%20Normalization%20for%20GRPO-based%20Diffusion%20RL.md
2606.27378,TARA: Task-Aware Representation Axioms for Evaluating Latent Representations in Classification and Clustering,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-29/TARA%20Task-Aware%20Representation%20Axioms%20for%20Evaluating%20Latent%20.md
2606.28276,Task-Aware Active Viewpoint Selection for Task-Sufficient Digital Twins,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-29/Task-Aware%20Active%20Viewpoint%20Selection%20for%20Task-Sufficient%20Di.md
2606.27378,Temporal Axioms for Evaluating Reasoning Dynamics in LLM Representations,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-29/Temporal%20Axioms%20for%20Evaluating%20Reasoning%20Dynamics%20in%20LLM%20Rep.md
2606.24893,Test-Time Online Gradient Adaptation for Open-Ended Text Game Agents,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-29/Test-Time%20Online%20Gradient%20Adaptation%20for%20Open-Ended%20Text%20Gam.md
2606.20905,TIDE: Task-Conditional Neural Diffusion for Mitigating Interference in Unified Embodied Reasoning Models,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-29/TIDE%20Task-Conditional%20Neural%20Diffusion%20for%20Mitigating%20Interf.md
2606.24893,Visually Grounded Continual Learning in Procedurally Generated Environments,https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-29/Visually%20Grounded%20Continual%20Learning%20in%20Procedurally%20Generat.md
