arxiv_id,hf_paper_title,idea_github_url
2606.18847,"Hierarchical Memory with Policy-Guided Forgetting for Cross-Session Agent Persistence","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-22/Hierarchical%20Memory%20with%20Policy-Guided%20Forgetting%20for%20Cross-.md"
2606.18847,"Embodied Memory Interaction Benchmark: Evaluating Memory Updates Through Action Success in Interactive Environments","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-22/Embodied%20Memory%20Interaction%20Benchmark%20Evaluating%20Memory%20Upda.md"
2606.18847,"Hebbian Plasticity for Self-Adaptive Memory in Embodied Agents","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-22/Hebbian%20Plasticity%20for%20Self-Adaptive%20Memory%20in%20Embodied%20Agen.md"
2606.18847,"STAB: Self-Supervised State Trail Alignment and Balancing for Noisy Multimodal Embodied Agents","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-22/STAB%20Self-Supervised%20State%20Trail%20Alignment%20and%20Balancing%20for.md"
2606.18847,"CycleState: Self-Supervised Latent State Inference from Fragmented Embodied Interactions via Cycle-Consistency","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-22/CycleState%20Self-Supervised%20Latent%20State%20Inference%20from%20Fragm.md"
2606.19468,"Unsupervised Induction of Hierarchical Narrative Structures via Contrastive Learning on Discourse Markers","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-22/Unsupervised%20Induction%20of%20Hierarchical%20Narrative%20Structures%20.md"
2606.19468,"Joint Learning of Narrative Themes and Discourse Act Sequences via Hierarchical Bayesian Nonparametrics","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-22/Joint%20Learning%20of%20Narrative%20Themes%20and%20Discourse%20Act%20Sequenc.md"
2606.19468,"Weakly-Supervised Hierarchical Narrative Parsing via Self-Training with Soft Dimension Constraints","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-22/Weakly-Supervised%20Hierarchical%20Narrative%20Parsing%20via%20Self-Tr.md"
2606.19534,"Coupled Noise Diffusion for Semantically Coherent Parallel Region Generation","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-22/Coupled%20Noise%20Diffusion%20for%20Semantically%20Coherent%20Parallel%20R.md"
2606.19534,"Dynamic Region Alignment for Parallel Region Description Generation","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-22/Dynamic%20Region%20Alignment%20for%20Parallel%20Region%20Description%20Gen.md"
2606.19534,"SceneGraphDiff: Differentiable Scene Graph Constraints for Instruction-Following Region Description in Diffusion Language Models","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-22/SceneGraphDiff%20Differentiable%20Scene%20Graph%20Constraints%20for%20In.md"
2606.19827,"Spline-based Continuous Embedding for Tabular Self-Supervised Learning","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-22/Spline-based%20Continuous%20Embedding%20for%20Tabular%20Self-Supervise.md"
2606.19827,"Gradient Variance-Guided Adaptive Binning for Tabular Self-Supervised Learning","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-22/Gradient%20Variance-Guided%20Adaptive%20Binning%20for%20Tabular%20Self-S.md"
2606.20527,"Causal Decomposition of Intersectional Biases in Multimodal Models via Full-Factorial Attribute Manipulation","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-22/Causal%20Decomposition%20of%20Intersectional%20Biases%20in%20Multimodal%20.md"
2606.20527,"NaturalCounterfactual: Attribute-Controlled Counterfactual Image Synthesis for Bias Evaluation in Natural Images","https://github.com/GML-FMGroup/DailyResearchIdea/blob/main/2026-06-22/NaturalCounterfactual%20Attribute-Controlled%20Counterfactual%20Im.md"
